Type;POS;Headword;Rank;Freq;Range;NormFreq;NormRange
al?mlar;;;652;4;1;231.267;1.000
al?n?p;;;652;4;1;231.267;1.000
antarktikada;;;652;4;1;231.267;1.000
aq?r?nda;;;652;4;1;231.267;1.000
aral???nda;;;652;4;1;231.267;1.000
arnawl?;;;652;4;1;231.267;1.000
ast?;;;652;4;1;231.267;1.000
atawlar?;;;652;4;1;231.267;1.000
at?r?an;;;652;4;1;231.267;1.000
avtor;;;652;4;1;231.267;1.000
awdar?l?an;;;652;4;1;231.267;1.000
awdar?an;;;652;4;1;231.267;1.000
awqam?;;;652;4;1;231.267;1.000
ayma??nda;;;652;4;1;231.267;1.000
aytqanda;;;652;4;1;231.267;1.000
ayt?sqan;;;652;4;1;231.267;1.000
ayt?w;;;652;4;1;231.267;1.000
azia;;;652;4;1;231.267;1.000
a?latad?;;;652;4;1;231.267;1.000
barad?;;;652;4;1;231.267;1.000
bas;;;652;4;1;231.267;1.000
basl?;;;652;4;1;231.267;1.000
bay;;;652;4;1;231.267;1.000
bazar;;;652;4;1;231.267;1.000
beriw;;;652;4;1;231.267;1.000
bilimlendiriw;;;652;4;1;231.267;1.000
bilimli;;;652;4;1;231.267;1.000
biologiyas?;;;652;4;1;231.267;1.000
birgelikte;;;652;4;1;231.267;1.000
biy;;;652;4;1;231.267;1.000
bizge;;;652;4;1;231.267;1.000
bizi?;;;652;4;1;231.267;1.000
bol?w;;;652;4;1;231.267;1.000
bozataw;;;652;4;1;231.267;1.000
bur?nnan;;;652;4;1;231.267;1.000
b?legin;;;652;4;1;231.267;1.000
b?lim;;;652;4;1;231.267;1.000
di;;;652;4;1;231.267;1.000
din;;;652;4;1;231.267;1.000
dizimge;;;652;4;1;231.267;1.000
d?rejesi;;;652;4;1;231.267;1.000
d?stan?n??;;;652;4;1;231.267;1.000
d?wir;;;652;4;1;231.267;1.000
d?wirine;;;652;4;1;231.267;1.000
d?wirini?;;;652;4;1;231.267;1.000
d?wqaraev;;;652;4;1;231.267;1.000
d?retpelerini?;;;652;4;1;231.267;1.000
d?zilgen;;;652;4;1;231.267;1.000
d?qqatqa;;;652;4;1;231.267;1.000
eken;;;652;4;1;231.267;1.000
ekenin;;;652;4;1;231.267;1.000
elektr;;;652;4;1;231.267;1.000
ganja;;;652;4;1;231.267;1.000
haq?yq?y;;;652;4;1;231.267;1.000
huq?q?na;;;652;4;1;231.267;1.000
h?mme;;;652;4;1;231.267;1.000
h?mmesi;;;652;4;1;231.267;1.000
h?rbir;;;652;4;1;231.267;1.000
h?jjet;;;652;4;1;231.267;1.000
ilimpaz;;;652;4;1;231.267;1.000
iyelerini?;;;652;4;1;231.267;1.000
izertlew;;;652;4;1;231.267;1.000
jan;;;652;4;1;231.267;1.000
janr?;;;652;4;1;231.267;1.000
jaslar?nan;;;652;4;1;231.267;1.000
jaylast?r?w;;;652;4;1;231.267;1.000
jaz?w?a;;;652;4;1;231.267;1.000
ja?daylarda;;;652;4;1;231.267;1.000
jerini?;;;652;4;1;231.267;1.000
jigirma;;;652;4;1;231.267;1.000
jolda;;;652;4;1;231.267;1.000
joqar??;;;652;4;1;231.267;1.000
jum?slar?;;;652;4;1;231.267;1.000
j?rek;;;652;4;1;231.267;1.000
j?rgen;;;652;4;1;231.267;1.000
j?llarda;;;652;4;1;231.267;1.000
j?llar?nda;;;652;4;1;231.267;1.000
j?ll?;;;652;4;1;231.267;1.000
j?l?na;;;652;4;1;231.267;1.000
j?ynal?s?nda;;;652;4;1;231.267;1.000
j?ynal?an;;;652;4;1;231.267;1.000
kapital?;;;652;4;1;231.267;1.000
kapital?n;;;652;4;1;231.267;1.000
kartas?nda;;;652;4;1;231.267;1.000
karta?a;;;652;4;1;231.267;1.000
keliwi;;;652;4;1;231.267;1.000
kemnen;;;652;4;1;231.267;1.000
ke?nen;;;652;4;1;231.267;1.000
kim;;;652;4;1;231.267;1.000
kirip;;;652;4;1;231.267;1.000
kisini?;;;652;4;1;231.267;1.000
kletkal?lard??;;;652;4;1;231.267;1.000
konferenciya;;;652;4;1;231.267;1.000
k?pshiligi;;;652;4;1;231.267;1.000
k?rgen;;;652;4;1;231.267;1.000
k?rsetilgen;;;652;4;1;231.267;1.000
k?rsetken;;;652;4;1;231.267;1.000
k?zi;;;652;4;1;231.267;1.000
lirikal?q;;;652;4;1;231.267;1.000
materiallar;;;652;4;1;231.267;1.000
metrge;;;652;4;1;231.267;1.000
mirza;;;652;4;1;231.267;1.000
miyras;;;652;4;1;231.267;1.000
mol;;;652;4;1;231.267;1.000
mu?dar?;;;652;4;1;231.267;1.000
n?jip;;;652;4;1;231.267;1.000
n?tiyjesinde;;;652;4;1;231.267;1.000
obraz?;;;652;4;1;231.267;1.000
opera?a;;;652;4;1;231.267;1.000
oq?w?a;;;652;4;1;231.267;1.000
oy?n;;;652;4;1;231.267;1.000
poetikal?q;;;652;4;1;231.267;1.000
pul;;;652;4;1;231.267;1.000
qalalar;;;652;4;1;231.267;1.000
qalas?na;;;652;4;1;231.267;1.000
qalay;;;652;4;1;231.267;1.000
qaraqalpaqlar;;;652;4;1;231.267;1.000
qatarlar?;;;652;4;1;231.267;1.000
qatt?;;;652;4;1;231.267;1.000
qayda;;;652;4;1;231.267;1.000
qazaqstann??;;;652;4;1;231.267;1.000
qoljazba;;;652;4;1;231.267;1.000
qosqan;;;652;4;1;231.267;1.000
qos?p;;;652;4;1;231.267;1.000
qurap;;;652;4;1;231.267;1.000
qur?ld?;;;652;4;1;231.267;1.000
q?legen;;;652;4;1;231.267;1.000
q?sqa;;;652;4;1;231.267;1.000
realistlik;;;652;4;1;231.267;1.000
sankt;;;652;4;1;231.267;1.000
saqlan?an;;;652;4;1;231.267;1.000
saray?;;;652;4;1;231.267;1.000
sebepshi;;;652;4;1;231.267;1.000
shamalas;;;652;4;1;231.267;1.000
shaxnaman??;;;652;4;1;231.267;1.000
shay?rlar?;;;652;4;1;231.267;1.000
sheber;;;652;4;1;231.267;1.000
sh?rtnama;;;652;4;1;231.267;1.000
sh?lkemlestirildi;;;652;4;1;231.267;1.000
sh??ar?p;;;652;4;1;231.267;1.000
sh???p;;;652;4;1;231.267;1.000
sonnan;;;652;4;1;231.267;1.000
so?;;;652;4;1;231.267;1.000
suhrab;;;652;4;1;231.267;1.000
s?yleytu??n;;;652;4;1;231.267;1.000
s?wret;;;652;4;1;231.267;1.000
tas;;;652;4;1;231.267;1.000
taw;;;652;4;1;231.267;1.000
tawlar?;;;652;4;1;231.267;1.000
te;;;652;4;1;231.267;1.000
tez;;;652;4;1;231.267;1.000
tilles;;;652;4;1;231.267;1.000
tirishilik;;;652;4;1;231.267;1.000
turm?st??;;;652;4;1;231.267;1.000
t?lim;;;652;4;1;231.267;1.000
t?rin;;;652;4;1;231.267;1.000
t?rkiyan??;;;652;4;1;231.267;1.000
t?rkstan;;;652;4;1;231.267;1.000
t?sedi;;;652;4;1;231.267;1.000
t?sirgen;;;652;4;1;231.267;1.000
t?n?sh;;;652;4;1;231.267;1.000
ul;;;652;4;1;231.267;1.000
universitetinde;;;652;4;1;231.267;1.000
ustaz;;;652;4;1;231.267;1.000
us?l?;;;652;4;1;231.267;1.000
uz?n;;;652;4;1;231.267;1.000
uz?nl???;;;652;4;1;231.267;1.000
vedalar;;;652;4;1;231.267;1.000
xann??;;;652;4;1;231.267;1.000
xi;;;652;4;1;231.267;1.000
xiv;;;652;4;1;231.267;1.000
xiywa;;;652;4;1;231.267;1.000
xojal???;;;652;4;1;231.267;1.000
xusayn;;;652;4;1;231.267;1.000
xvi;;;652;4;1;231.267;1.000
xvii;;;652;4;1;231.267;1.000
x?s?raw;;;652;4;1;231.267;1.000
yadtan;;;652;4;1;231.267;1.000
yar?m?nda;;;652;4;1;231.267;1.000
yugnak;;;652;4;1;231.267;1.000
zaman;;;652;4;1;231.267;1.000
zat;;;652;4;1;231.267;1.000
?bilqas?m;;;652;4;1;231.267;1.000
?sbaplar?;;;652;4;1;231.267;1.000
?jiniyaz;;;652;4;1;231.267;1.000
?tken;;;652;4;1;231.267;1.000
?tkir;;;652;4;1;231.267;1.000
?zgesheligi;;;652;4;1;231.267;1.000
?zlerini?;;;652;4;1;231.267;1.000
?lesi;;;652;4;1;231.267;1.000
adamlard?;;;845;3;1;173.451;1.000
advokatlar;;;845;3;1;173.451;1.000
advokatura;;;845;3;1;173.451;1.000
afrikada;;;845;3;1;173.451;1.000
afrikan??;;;845;3;1;173.451;1.000
albert;;;845;3;1;173.451;1.000
almad?;;;845;3;1;173.451;1.000
almay;;;845;3;1;173.451;1.000
almayd?;;;845;3;1;173.451;1.000
al?nd?;;;845;3;1;173.451;1.000
al?w?;;;845;3;1;173.451;1.000
appa??m;;;845;3;1;173.451;1.000
aql?q;;;845;3;1;173.451;1.000
aqsh;;;845;3;1;173.451;1.000
aq?betinde;;;845;3;1;173.451;1.000
arablar;;;845;3;1;173.451;1.000
arnap;;;845;3;1;173.451;1.000
arshin;;;845;3;1;173.451;1.000
arxitektor?;;;845;3;1;173.451;1.000
arxitektural?q;;;845;3;1;173.451;1.000
aslam;;;845;3;1;173.451;1.000
ataql?;;;845;3;1;173.451;1.000
atayd?;;;845;3;1;173.451;1.000
atqar?latu??n;;;845;3;1;173.451;1.000
awqat;;;845;3;1;173.451;1.000
aw?lda;;;845;3;1;173.451;1.000
aw?ll?q;;;845;3;1;173.451;1.000
axundov;;;845;3;1;173.451;1.000
aytatu??n;;;845;3;1;173.451;1.000
aytqan;;;845;3;1;173.451;1.000
ayt?l?w?;;;845;3;1;173.451;1.000
ayt?slar?;;;845;3;1;173.451;1.000
ay?r?l?p;;;845;3;1;173.451;1.000
azayt?w?a;;;845;3;1;173.451;1.000
az?q;;;845;3;1;173.451;1.000
a?art?wsh?l?q;;;845;3;1;173.451;1.000
baha;;;845;3;1;173.451;1.000
bahas?;;;845;3;1;173.451;1.000
bakteriyan??;;;845;3;1;173.451;1.000
balalar?;;;845;3;1;173.451;1.000
baqlaw;;;845;3;1;173.451;1.000
bard?;;;845;3;1;173.451;1.000
bar?w?;;;845;3;1;173.451;1.000
bar?an;;;845;3;1;173.451;1.000
baspa;;;845;3;1;173.451;1.000
baspadan;;;845;3;1;173.451;1.000
basqar?w;;;845;3;1;173.451;1.000
bast?r?p;;;845;3;1;173.451;1.000
bat?r;;;845;3;1;173.451;1.000
ba?darda;;;845;3;1;173.451;1.000
ba??shlan?an;;;845;3;1;173.451;1.000
berdi;;;845;3;1;173.451;1.000
berdimurat;;;845;3;1;173.451;1.000
berildi;;;845;3;1;173.451;1.000
berilgen;;;845;3;1;173.451;1.000
bilgen;;;845;3;1;173.451;1.000
bilimin;;;845;3;1;173.451;1.000
biologlar;;;845;3;1;173.451;1.000
birew;;;845;3;1;173.451;1.000
birin;;;845;3;1;173.451;1.000
birlikte;;;845;3;1;173.451;1.000
bizler;;;845;3;1;173.451;1.000
bolgan;;;845;3;1;173.451;1.000
bol?w?na;;;845;3;1;173.451;1.000
bol?anl???;;;845;3;1;173.451;1.000
bulard??;;;845;3;1;173.451;1.000
bun?;;;845;3;1;173.451;1.000
butakov;;;845;3;1;173.451;1.000
b?limde;;;845;3;1;173.451;1.000
b?limin;;;845;3;1;173.451;1.000
b?liminde;;;845;3;1;173.451;1.000
b?lip;;;845;3;1;173.451;1.000
degende;;;845;3;1;173.451;1.000
deregi;;;845;3;1;173.451;1.000
d?wirdi?;;;845;3;1;173.451;1.000
d?wirindegi;;;845;3;1;173.451;1.000
d?wirlerde;;;845;3;1;173.451;1.000
d?retiwshiligine;;;845;3;1;173.451;1.000
d?retken;;;845;3;1;173.451;1.000
d?ziw;;;845;3;1;173.451;1.000
d?qqat;;;845;3;1;173.451;1.000
edim;;;845;3;1;173.451;1.000
ele;;;845;3;1;173.451;1.000
elge;;;845;3;1;173.451;1.000
eline;;;845;3;1;173.451;1.000
elmurat;;;845;3;1;173.451;1.000
ertekleri;;;845;3;1;173.451;1.000
esaplaw;;;845;3;1;173.451;1.000
ese;;;845;3;1;173.451;1.000
eskertkish;;;845;3;1;173.451;1.000
et;;;845;3;1;173.451;1.000
etildi;;;845;3;1;173.451;1.000
evgeniy;;;845;3;1;173.451;1.000
eynshteyn;;;845;3;1;173.451;1.000
farhad;;;845;3;1;173.451;1.000
folklorda??;;;845;3;1;173.451;1.000
folklor?;;;845;3;1;173.451;1.000
folklor?a;;;845;3;1;173.451;1.000
ge;;;845;3;1;173.451;1.000
geyparalar?;;;845;3;1;173.451;1.000
gretsiyada;;;845;3;1;173.451;1.000
haf?z;;;845;3;1;173.451;1.000
haq?yqatlar;;;845;3;1;173.451;1.000
haq?yqat?nda;;;845;3;1;173.451;1.000
hayal?;;;845;3;1;173.451;1.000
hayal?nan;;;845;3;1;173.451;1.000
hojibekov;;;845;3;1;173.451;1.000
huq?q?;;;845;3;1;173.451;1.000
huq?q?n;;;845;3;1;173.451;1.000
h?rbiri;;;845;3;1;173.451;1.000
h?reketi;;;845;3;1;173.451;1.000
ilimge;;;845;3;1;173.451;1.000
ilimler;;;845;3;1;173.451;1.000
in;;;845;3;1;173.451;1.000
institut?nda;;;845;3;1;173.451;1.000
ishki;;;845;3;1;173.451;1.000
islewi;;;845;3;1;173.451;1.000
isleydi;;;845;3;1;173.451;1.000
istanbul;;;845;3;1;173.451;1.000
izbe;;;845;3;1;173.451;1.000
jamanl?q;;;845;3;1;173.451;1.000
jana;;;845;3;1;173.451;1.000
jaqtan;;;845;3;1;173.451;1.000
jaqt?l?q;;;845;3;1;173.451;1.000
jasap;;;845;3;1;173.451;1.000
jasawsh?;;;845;3;1;173.451;1.000
jaslay?nan;;;845;3;1;173.451;1.000
jasl???nan;;;845;3;1;173.451;1.000
jas?l;;;845;3;1;173.451;1.000
jaza;;;845;3;1;173.451;1.000
jazd?;;;845;3;1;173.451;1.000
jaz?wsh?;;;845;3;1;173.451;1.000
ja?adan;;;845;3;1;173.451;1.000
jergilikli;;;845;3;1;173.451;1.000
jerler;;;845;3;1;173.451;1.000
jerlerge;;;845;3;1;173.451;1.000
je?iske;;;845;3;1;173.451;1.000
jiberilgen;;;845;3;1;173.451;1.000
jol?n;;;845;3;1;173.451;1.000
jum?s?n;;;845;3;1;173.451;1.000
juw?r?w;;;845;3;1;173.451;1.000
j?miydi?;;;845;3;1;173.451;1.000
j?miyetti;;;845;3;1;173.451;1.000
j?rdeminde;;;845;3;1;173.451;1.000
j?rip;;;845;3;1;173.451;1.000
j?zi;;;845;3;1;173.451;1.000
j?lday;;;845;3;1;173.451;1.000
j?ld??;;;845;3;1;173.451;1.000
j?llarda??;;;845;3;1;173.451;1.000
j?llard??;;;845;3;1;173.451;1.000
j?r?;;;845;3;1;173.451;1.000
j?yna??;;;845;3;1;173.451;1.000
k;;;845;3;1;173.451;1.000
karakalpak;;;845;3;1;173.451;1.000
kelgende;;;845;3;1;173.451;1.000
kelgennen;;;845;3;1;173.451;1.000
kelinshek;;;845;3;1;173.451;1.000
keyninde;;;845;3;1;173.451;1.000
kishi;;;845;3;1;173.451;1.000
kitaplar;;;845;3;1;173.451;1.000
kitaplard?;;;845;3;1;173.451;1.000
kitapt?;;;845;3;1;173.451;1.000
klassikal?q;;;845;3;1;173.451;1.000
konservatoriya;;;845;3;1;173.451;1.000
kosmos;;;845;3;1;173.451;1.000
k?l;;;845;3;1;173.451;1.000
k?re;;;845;3;1;173.451;1.000
k?rinedi;;;845;3;1;173.451;1.000
k?rsetti;;;845;3;1;173.451;1.000
k?ship;;;845;3;1;173.451;1.000
k?shirilgen;;;845;3;1;173.451;1.000
k?shpeli;;;845;3;1;173.451;1.000
k?nsh???s;;;845;3;1;173.451;1.000
k?sheydi;;;845;3;1;173.451;1.000
l;;;845;3;1;173.451;1.000
majnun;;;845;3;1;173.451;1.000
maqset;;;845;3;1;173.451;1.000
maqul;;;845;3;1;173.451;1.000
maydan?;;;845;3;1;173.451;1.000
mediresede;;;845;3;1;173.451;1.000
medireselerinde;;;845;3;1;173.451;1.000
mediresesinde;;;845;3;1;173.451;1.000
mektepke;;;845;3;1;173.451;1.000
men;;;845;3;1;173.451;1.000
metr;;;845;3;1;173.451;1.000
meyli;;;845;3;1;173.451;1.000
me?eshti?;;;845;3;1;173.451;1.000
mikroskop;;;845;3;1;173.451;1.000
mimansa;;;845;3;1;173.451;1.000
mine;;;845;3;1;173.451;1.000
ministrler;;;845;3;1;173.451;1.000
minnetlemesi;;;845;3;1;173.451;1.000
miyneti?;;;845;3;1;173.451;1.000
mm;;;845;3;1;173.451;1.000
muhammed;;;845;3;1;173.451;1.000
muwap?q;;;845;3;1;173.451;1.000
muz;;;845;3;1;173.451;1.000
muzeyi;;;845;3;1;173.451;1.000
muzl?;;;845;3;1;173.451;1.000
m?jn??;;;845;3;1;173.451;1.000
m?mleketke;;;845;3;1;173.451;1.000
m?mleketlerde;;;845;3;1;173.451;1.000
m?nisi;;;845;3;1;173.451;1.000
m?seleleri;;;845;3;1;173.451;1.000
m??gi;;;845;3;1;173.451;1.000
m?yten;;;845;3;1;173.451;1.000
naway?n?;;;845;3;1;173.451;1.000
negizinen;;;845;3;1;173.451;1.000
n?jepti;;;845;3;1;173.451;1.000
n??;;;845;3;1;173.451;1.000
obraz;;;845;3;1;173.451;1.000
olimpiada;;;845;3;1;173.451;1.000
olon;;;845;3;1;173.451;1.000
onegin;;;845;3;1;173.451;1.000
oq?w?;;;845;3;1;173.451;1.000
oq?w?n;;;845;3;1;173.451;1.000
oq?yd?;;;845;3;1;173.451;1.000
oq??an;;;845;3;1;173.451;1.000
oray?nda;;;845;3;1;173.451;1.000
or?nd?;;;845;3;1;173.451;1.000
or?n?a;;;845;3;1;173.451;1.000
ot?r?an;;;845;3;1;173.451;1.000
oylap;;;845;3;1;173.451;1.000
par?q;;;845;3;1;173.451;1.000
patshal???;;;845;3;1;173.451;1.000
patshan??;;;845;3;1;173.451;1.000
paydalan?w;;;845;3;1;173.451;1.000
paydas?;;;845;3;1;173.451;1.000
paytaxt?;;;845;3;1;173.451;1.000
pikir;;;845;3;1;173.451;1.000
pikirdi;;;845;3;1;173.451;1.000
pikirler;;;845;3;1;173.451;1.000
poeziyas?;;;845;3;1;173.451;1.000
poeziyas?n??;;;845;3;1;173.451;1.000
p?sh?q;;;845;3;1;173.451;1.000
qaharmanl?q;;;845;3;1;173.451;1.000
qalalar?;;;845;3;1;173.451;1.000
qalas?n??;;;845;3;1;173.451;1.000
qal?p;;;845;3;1;173.451;1.000
qal?w?;;;845;3;1;173.451;1.000
qam?s;;;845;3;1;173.451;1.000
qam?sl?qlar;;;845;3;1;173.451;1.000
qaraba?;;;845;3;1;173.451;1.000
qarajan;;;845;3;1;173.451;1.000
qarap;;;845;3;1;173.451;1.000
qaraqalpaqlard??;;;845;3;1;173.451;1.000
qash;;;845;3;1;173.451;1.000
qash?p;;;845;3;1;173.451;1.000
qatar?na;;;845;3;1;173.451;1.000
qatnas;;;845;3;1;173.451;1.000
qays?;;;845;3;1;173.451;1.000
qollan?lad?;;;845;3;1;173.451;1.000
qollan?latu??n;;;845;3;1;173.451;1.000
qol?na;;;845;3;1;173.451;1.000
qon?p;;;845;3;1;173.451;1.000
qorshal?an;;;845;3;1;173.451;1.000
quliyev;;;845;3;1;173.451;1.000
qunt;;;845;3;1;173.451;1.000
qurall?;;;845;3;1;173.451;1.000
quram?na;;;845;3;1;173.451;1.000
qura?an;;;845;3;1;173.451;1.000
quy?an;;;845;3;1;173.451;1.000
q?zd??;;;845;3;1;173.451;1.000
q?zlar;;;845;3;1;173.451;1.000
ray?;;;845;3;1;173.451;1.000
respublika;;;845;3;1;173.451;1.000
re?li;;;845;3;1;173.451;1.000
rossiyan??;;;845;3;1;173.451;1.000
ruwx?y;;;845;3;1;173.451;1.000
r?smiy;;;845;3;1;173.451;1.000
saadiy;;;845;3;1;173.451;1.000
sanaat;;;845;3;1;173.451;1.000
saqlanad?;;;845;3;1;173.451;1.000
saqlan?p;;;845;3;1;173.451;1.000
saray;;;845;3;1;173.451;1.000
saray?nda;;;845;3;1;173.451;1.000
sat?w;;;845;3;1;173.451;1.000
sa?an;;;845;3;1;173.451;1.000
sen;;;845;3;1;173.451;1.000
sentyabr;;;845;3;1;173.451;1.000
sezip;;;845;3;1;173.451;1.000
shah;;;845;3;1;173.451;1.000
shash?n;;;845;3;1;173.451;1.000
shawl?qlar?;;;845;3;1;173.451;1.000
shayx;;;845;3;1;173.451;1.000
shay?rlar?n??;;;845;3;1;173.451;1.000
shay?rl?q;;;845;3;1;173.451;1.000
sha?ara??;;;845;3;1;173.451;1.000
sha?ara??nan;;;845;3;1;173.451;1.000
shet;;;845;3;1;173.451;1.000
shirvaniy;;;845;3;1;173.451;1.000
shiyrin;;;845;3;1;173.451;1.000
shiyri?;;;845;3;1;173.451;1.000
shu??llanad?;;;845;3;1;173.451;1.000
sh?l;;;845;3;1;173.451;1.000
sh?n?nda;;;845;3;1;173.451;1.000
sh?qt?;;;845;3;1;173.451;1.000
sorayd?;;;845;3;1;173.451;1.000
subtropikal?q;;;845;3;1;173.451;1.000
suw?n??;;;845;3;1;173.451;1.000
s?nege;;;845;3;1;173.451;1.000
s?zdi?;;;845;3;1;173.451;1.000
s?zi;;;845;3;1;173.451;1.000
s?zine;;;845;3;1;173.451;1.000
s?zler;;;845;3;1;173.451;1.000
s?rginde;;;845;3;1;173.451;1.000
s?wretlew;;;845;3;1;173.451;1.000
s?rd?rya;;;845;3;1;173.451;1.000
s?rtq?;;;845;3;1;173.451;1.000
s?yl???;;;845;3;1;173.451;1.000
tab?l?an;;;845;3;1;173.451;1.000
talap;;;845;3;1;173.451;1.000
tapqan;;;845;3;1;173.451;1.000
tariyx?;;;845;3;1;173.451;1.000
tawl?;;;845;3;1;173.451;1.000
taza;;;845;3;1;173.451;1.000
temir;;;845;3;1;173.451;1.000
temuriy;;;845;3;1;173.451;1.000
teoriyalar;;;845;3;1;173.451;1.000
teoriyalar?;;;845;3;1;173.451;1.000
te?;;;845;3;1;173.451;1.000
te?izin;;;845;3;1;173.451;1.000
thumb;;;845;3;1;173.451;1.000
tilde;;;845;3;1;173.451;1.000
tilin;;;845;3;1;173.451;1.000
tillerinde;;;845;3;1;173.451;1.000
tiykarlan?an;;;845;3;1;173.451;1.000
tol?;;;845;3;1;173.451;1.000
toy;;;845;3;1;173.451;1.000
turan;;;845;3;1;173.451;1.000
turm?s;;;845;3;1;173.451;1.000
tuwr?;;;845;3;1;173.451;1.000
tuwr?s?nda;;;845;3;1;173.451;1.000
tuw?lad?;;;845;3;1;173.451;1.000
t?liymat?;;;845;3;1;173.451;1.000
t?rip;;;845;3;1;173.451;1.000
t?lew;;;845;3;1;173.451;1.000
t?mendegi;;;845;3;1;173.451;1.000
t?mengi;;;845;3;1;173.451;1.000
t?r;;;845;3;1;173.451;1.000
t?rdegi;;;845;3;1;173.451;1.000
t?rleri;;;845;3;1;173.451;1.000
t?sinedi;;;845;3;1;173.451;1.000
ulama;;;845;3;1;173.451;1.000
ul?n??;;;845;3;1;173.451;1.000
universiteti;;;845;3;1;173.451;1.000
ural;;;845;3;1;173.451;1.000
ush?rasad?;;;845;3;1;173.451;1.000
ustav?na;;;845;3;1;173.451;1.000
ustazlar?;;;845;3;1;173.451;1.000
uyqas?p;;;845;3;1;173.451;1.000
uzaq;;;845;3;1;173.451;1.000
waqt?nda;;;845;3;1;173.451;1.000
waq?tlar?nan;;;845;3;1;173.451;1.000
waq?yalar;;;845;3;1;173.451;1.000
xal?qlar?;;;845;3;1;173.451;1.000
xal?qt?;;;845;3;1;173.451;1.000
xal?qt??;;;845;3;1;173.451;1.000
xamsada;;;845;3;1;173.451;1.000
xan;;;845;3;1;173.451;1.000
xiii;;;845;3;1;173.451;1.000
ximiya;;;845;3;1;173.451;1.000
xojal???n??;;;845;3;1;173.451;1.000
xorasan;;;845;3;1;173.451;1.000
xorezmiy;;;845;3;1;173.451;1.000
xv;;;845;3;1;173.451;1.000
x?zmetkerleri;;;845;3;1;173.451;1.000
yan;;;845;3;1;173.451;1.000
yu;;;845;3;1;173.451;1.000
yumor;;;845;3;1;173.451;1.000
zakavkazye;;;845;3;1;173.451;1.000
zamanlas?;;;845;3;1;173.451;1.000
zatlard??;;;845;3;1;173.451;1.000
?b?w;;;845;3;1;173.451;1.000
?dalatl?;;;845;3;1;173.451;1.000
?debiyatt??;;;845;3;1;173.451;1.000
?hmiyeti;;;845;3;1;173.451;1.000
?miwd?ryan??;;;845;3;1;173.451;1.000
?sirge;;;845;3;1;173.451;1.000
?tirap?na;;;845;3;1;173.451;1.000
?yyemnen;;;845;3;1;173.451;1.000
?zerbayjann??;;;845;3;1;173.451;1.000
?mirinde;;;845;3;1;173.451;1.000
?nerini?;;;845;3;1;173.451;1.000
?sedi;;;845;3;1;173.451;1.000
?simlikler;;;845;3;1;173.451;1.000
?tew;;;845;3;1;173.451;1.000
?tkennen;;;845;3;1;173.451;1.000
?zgeshe;;;845;3;1;173.451;1.000
?zin;;;845;3;1;173.451;1.000
?zleri;;;845;3;1;173.451;1.000
?lgileri;;;845;3;1;173.451;1.000
?stine;;;845;3;1;173.451;1.000
?yrengen;;;845;3;1;173.451;1.000
?yreniwshi;;;845;3;1;173.451;1.000
?zliksiz;;;845;3;1;173.451;1.000
?airi;;;845;3;1;173.451;1.000
abayd??;;;1242;2;1;115.634;1.000
abdiraxman;;;1242;2;1;115.634;1.000
abrar;;;1242;2;1;115.634;1.000
absolyut;;;1242;2;1;115.634;1.000
abu;;;1242;2;1;115.634;1.000
adamlar?a;;;1242;2;1;115.634;1.000
adamzat;;;1242;2;1;115.634;1.000
adamzatt??;;;1242;2;1;115.634;1.000
adam?a;;;1242;2;1;115.634;1.000
adeb;;;1242;2;1;115.634;1.000
adjiva;;;1242;2;1;115.634;1.000
advokatl?q;;;1242;2;1;115.634;1.000
advokaturan??;;;1242;2;1;115.634;1.000
afina;;;1242;2;1;115.634;1.000
afina?a;;;1242;2;1;115.634;1.000
afrikas?;;;1242;2;1;115.634;1.000
ajay?bat;;;1242;2;1;115.634;1.000
aj?ralad?;;;1242;2;1;115.634;1.000
akcioner;;;1242;2;1;115.634;1.000
akcionerler;;;1242;2;1;115.634;1.000
akciyalar?n;;;1242;2;1;115.634;1.000
aktivler;;;1242;2;1;115.634;1.000
albaniya;;;1242;2;1;115.634;1.000
alekperov;;;1242;2;1;115.634;1.000
aleksandrovskiyge;;;1242;2;1;115.634;1.000
almas?w;;;1242;2;1;115.634;1.000
alt?n;;;1242;2;1;115.634;1.000
alt?nk?kirt;;;1242;2;1;115.634;1.000
alunit;;;1242;2;1;115.634;1.000
alyuminiy;;;1242;2;1;115.634;1.000
al?m;;;1242;2;1;115.634;1.000
al?m?;;;1242;2;1;115.634;1.000
al?anda;;;1242;2;1;115.634;1.000
amerika;;;1242;2;1;115.634;1.000
amirovt??;;;1242;2;1;115.634;1.000
anas?nan;;;1242;2;1;115.634;1.000
anas?n??;;;1242;2;1;115.634;1.000
anatomiya;;;1242;2;1;115.634;1.000
ankara;;;1242;2;1;115.634;1.000
antarktika?a;;;1242;2;1;115.634;1.000
aprel;;;1242;2;1;115.634;1.000
aprelde;;;1242;2;1;115.634;1.000
aqqala;;;1242;2;1;115.634;1.000
aqsha;;;1242;2;1;115.634;1.000
aqsha?a;;;1242;2;1;115.634;1.000
aq?ll?;;;1242;2;1;115.634;1.000
ara;;;1242;2;1;115.634;1.000
arablard??;;;1242;2;1;115.634;1.000
arada;;;1242;2;1;115.634;1.000
aradan;;;1242;2;1;115.634;1.000
aralap;;;1242;2;1;115.634;1.000
aralda;;;1242;2;1;115.634;1.000
aral???n;;;1242;2;1;115.634;1.000
aral???na;;;1242;2;1;115.634;1.000
